Id,Player,Position,Year,School,RAS Score,All Time Score
23463,Leonard Warner III,DE,2023,Florida State,1.55,1.55
23464,Jacory Rankin,WR,2023,Mississippi Valley State,3.49,3.49
23465,Tray Wiley,CB,2023,Heidelberg,1.12,1.12
23466,Alfred Bryant,DE,2023,Indiana,1.89,1.89
23467,Tyler Tate,DE,2023,Millersville,5.05,5.05
23468,Marcus Haynes,DE,2023,Old Dominion,7.39,7.39
23469,Dominic Brocato,LS,2023,Nicholls State,2.24,2.24
23470,Keshawn Banks,DE,2023,San Diego State,2.09,2.09
23471,Dominic Quewon,DE,2023,Southern Mississippi,5.04,5.04
23472,Francis Bemiy Jr.,DE,2023,Southern Utah,0,0
23473,Garett Maag,WR,2023,North Dakota,8.53,8.53
23474,TyJuan Garbutt,DE,2023,Virginia Tech,5.8,5.8
23475,Derrick Smith,LB,2023,Western Kentucky,2.31,2.31
23476,Jordan Carmouche,LB,2023,Arkansas State,1.99,1.99
23477,Ty Boeck,LB,2023,Chattanooga,4.04,4.04
23478,Guy Thomas,LB,2023,Colorado,5.08,5.08
23479,Marvin Pierre,LB,2023,Kent State,9.08,9.08
23480,Jacquez Jones,LB,2023,Kentucky,3.14,3.14
23481,Abraham Beauplan,LB,2023,Marshall,4.52,4.52
23482,VanDarius Cowan,LB,2023,Maryland,3.03,3.03
23483,Kevon Latulas,LB,2023,Missouri State,3.92,3.92
23484,Dustin Huseinovic,LB,2023,Pace,1.25,1.25
23485,Tylar Wiltz,LB,2023,Pittsburgh,7,7
23486,Trevor Nowaske,LB,2023,Saginaw Valley State,9.86,9.86
23487,Christian Beal-Smith,RB,2023,South Carolina,2.33,2.33
23488,Marquez Bembry,LB,2023,Connecticut,6.15,6.15
23489,Jalen Mackie,LB,2023,Massachusetts,2.56,2.56
23490,Breon Hayward,LB,2023,UTEP,1.06,1.06
23491,Jeremiah Campbell,OG,2023,Valdosta State,0.45,0.45
23492,Dax Hollifield,LB,2023,Virginia Tech,4.31,4.31
23493,Jasir Cox,LB,2023,West Virginia,8.33,8.33
23494,Corvin Moment,LB,2023,Western Michigan,2.42,2.42
23495,Caleb Biggers,CB,2023,Boise State,5.58,5.58
23496,Isaiah King,CB,2023,Buffalo,6.18,6.18
23497,Ronald Kent Jr.,CB,2023,Central Michigan,0.78,0.78
23498,D'Jordan Strong,CB,2023,Coastal Carolina,1.44,1.44
23499,Datrone Young,CB,2023,Duke,4.46,4.46
23500,Tyrel Thomas,CB,2023,Montana State,1.05,1.05
23501,Kevin Hyde,CB,2023,Slippery Rock,2.45,2.45
23502,Dennis Barnes,CB,2023,UTEP,1.94,1.94
23503,Robert Carter,CB,2023,West Georgia,1.4,1.4
23504,Darius Shipp,DT,2023,Western Kentucky,0,0
23505,Tre Shaw,CB,2023,Western Kentucky,0.65,0.65
23506,Jahmin Muse,FS,2023,Buffalo,6.79,6.79
23507,Lew Nichols III,RB,2023,Central Michigan,0,0
23508,Austin Collier,LB,2023,Chattanooga,7.16,7.16
23509,Dorian Hall,SS,2023,Florida International,0.9,0.9
23510,Devon Matthews,FS,2023,Indiana,7.33,7.33
23511,Myles Mason,FS,2023,Louisiana Tech,1.93,1.93
23512,Otis Reese,SS,2023,Mississippi,0,0
23513,James Bostic,TE,2023,Ohio,8.07,8.07
23514,Justin Broiles,FS,2023,Oklahoma,1.01,1.01
23515,R'Tarriun Johnson,FS,2023,Old Dominion,2.96,2.96
23516,Christopher Jefferson,FS,2023,Purdue,1.02,1.02
23517,Hunter Nichols,FS,2023,San Diego,3.62,3.62
23518,Grayson Cash,SS,2023,Alabama Birmingham,2.59,2.59
23519,Koby Perry,SS,2023,Central Florida,3.51,3.51
23520,Stephan Blaylock,FS,2023,UCLA,1.77,1.77
23521,Gurvan Hall,FS,2023,Utah State,3.6,3.6
23522,Clifford Chattman,FS,2023,UTSA,5.92,5.92
23523,Dadrian Taylor,FS,2023,UTSA,2.49,2.49
23524,Maxwell Worship,SS,2023,Vanderbilt,4.56,4.56
23525,Jessie Britt,RB,2023,Southeastern Louisiana,4.18,4.18
23526,Markees Watts,LB,2023,Charlotte,5.78,5.78
23527,Nick Tarburton,DE,2023,Penn State,7.26,7.26
23528,Noah Gettman,PK,2023,Akron,0,0
23529,Russell Vaden IV,SS,2023,Eastern Michigan,4,4
23530,Victor Tucker,WR,2023,Charlotte,0.02,0.02
23531,Michael Bollinger,FB,2023,Liberty,0.77,0.77
23532,Christopher Brooks,RB,2023,Brigham Young,8.38,8.38
23533,Charles McClelland,RB,2023,Cincinnati,2.36,2.36
23534,Khalan Laborn,RB,2023,Marshall,8.47,8.47
23535,Toa Taua,RB,2023,Nevada,1.26,1.26
23536,Jonah Morris,WR,2023,Illinois,3.25,3.25
23537,Isaiah Bowser,RB,2023,Central Florida,8.88,8.88
23538,Calvin Tyler,RB,2023,Utah State,2.86,2.86
23539,Jaleel McLaughlin,RB,2023,Youngstown State,3.9,3.9
23540,Case Hatch,FB,2023,Arizona State,6.25,6.25
23541,Trent Thompson,FB,2023,UTEP,0,0
23542,Amare Jones,WR,2023,Georgia Southern,1.3,1.3
23543,Kade Warner,WR,2023,Kansas State,3.23,3.23
23544,Willie Patterson,WR,2023,Montana State,2.35,2.35
23545,Tyler Hudson,WR,2023,Louisville,2.9,2.9
23546,Thayer Thomas,WR,2023,North Carolina State,7.85,7.85
23547,Tre'Shaun Harrison,WR,2023,Oregon State,6.53,6.53
23548,Chase Cota,WR,2023,Oregon,9.34,9.34
23549,Ed Lee,WR,2023,Rhode Island,6.55,6.55
23550,Jesse Matthews,WR,2023,San Diego State,3.36,3.36
23551,Elijah Cooks,WR,2023,San Jose State,8.52,8.52
23552,Duece Watts,WR,2023,Tulane,7,7
23553,Trea Shropshire,WR,2023,Alabama Birmingham,3.27,3.27
23554,Keytaon Thompson,WR,2023,Virginia,5.36,5.36
23555,Julian Hill,TE,2023,Campbell,7.96,7.96
23556,EJ Jenkins,TE,2023,Georgia Tech,7.37,7.37
23557,Caleb Warren,TE,2023,Rhode Island,5.56,5.56
23558,Percy Agyei-Obese,RB,2023,James Madison,0,0
23559,Kemore Gamble,TE,2023,Central Florida,5.68,5.68
23560,Lachlan Pitts,TE,2023,William & Mary,7.44,7.44
23561,Anderson Hardy,OT,2023,Appalachian State,9.25,9.25
23562,Chris Toth,OT,2023,Aurora,8.19,8.19
23563,Khalil Keith,OT,2023,Baylor,4.6,4.6
23564,Shaundre Mims,DT,2023,East Carolina,2.05,2.05
23565,Dylan Wonnum,OT,2023,South Carolina,3.26,3.26
23566,Donniel Ward-McGee,FS,2023,Southeastern Louisiana,0.04,0.04
23567,Jonah Morris,WR,2023,Illinois,3.13,3.13
23568,Eric Abojei,OT,2023,Wyoming,0,0
23569,Kendall Randolph,OG,2023,Alabama,4.46,4.46
23570,Dillan Gibbons,OG,2023,Florida State,2.67,2.67
23571,Marshon Ford,FB,2023,Louisville,4.94,4.94
23572,Josh Lugg,OG,2023,Notre Dame,2.45,2.45
23573,JD DiRenzo,OG,2023,Rutgers,9.41,9.41
23574,Samuel Jackson,OG,2023,Central Florida,7.84,7.84
23575,Tyler Beach,OG,2023,Wisconsin,7.31,7.31
23576,Johari Branch,OC,2023,Maryland,2.4,2.4
23577,Jamire Calvin,WR,2023,Mississippi State,0.91,0.91
23578,Erik Sorensen,OC,2023,Northern Iowa,6.91,6.91
23579,Brad Cecil,OC,2023,South Florida,5.18,5.18
23580,Frederick Huddleston,RB,2023,Bethel-TN,0.37,0.37
23581,Joshua Hayes,CB,2023,Eastern Kentucky,0.5,0.5
23582,Robert Cooper,DT,2023,Florida State,0,0
23583,D'Anthony Jones,DT,2023,Houston,4.52,4.52
23584,Caleb Sampson,DT,2023,Kansas,4.18,4.18
23585,Ami Finau,DT,2023,Maryland,4.44,4.44
23586,Austin Camden,DT,2023,Central Florida,3.61,3.61
23587,Anthony Montalvo,DT,2023,Central Florida,9.27,9.27
23588,Jalen Harris,DE,2023,Arizona,8.66,8.66
23589,Damonte Anderson,FS,2023,Lane,0.13,0.13
23590,Jordan Ferguson,DE,2023,Middle Tennessee,2.15,2.15
23591,DJ Coleman,DE,2023,Missouri,5.77,5.77
23592,Spencer Waege,DT,2023,North Dakota State,9.58,9.58
23593,Brock Martin,DE,2023,Oklahoma State,2.74,2.74
23594,Kelle Sanders,DE,2023,Alabama Birmingham,3.28,3.28
23595,Merlin Robertson,LB,2023,Arizona State,6.81,6.81
23596,Ryan Greenhagen,LB,2023,Fordham,7.58,7.58
23597,Liam Anderson,LB,2023,Holy Cross,8.74,8.74
23598,Colby Reeder,LB,2023,Iowa State,0,0
23599,Patrick O'Connell,LB,2023,Montana,8.08,8.08
23600,DaShaun White,LB,2023,Oklahoma,3.31,3.31
23601,Caden McDonald,LB,2023,San Diego State,4.2,4.2
23602,Lakevias Daniel,FS,2023,Southern Mississippi,1.5,1.5
23603,Sam Clark,PK,2023,James Madison,5.83,5.83
23604,Brandon Bouyer-Randle,LB,2023,Connecticut,9.09,9.09
23605,Austin Ajiake,LB,2023,UNLV,7.84,7.84
23606,Jacorey Johns,DE,2023,Wake Forest,5.46,5.46
23607,Steven Gilmore,CB,2023,Marshall,6.26,6.26
23608,Justin Ford,CB,2023,Montana,3.26,3.26
23609,Tre Hawkins III,CB,2023,Old Dominion,9.82,9.82
23610,Jordan Jones,CB,2023,Rhode Island,6.25,6.25
23611,Christian Braswell,CB,2023,Rutgers,8.5,8.5
23612,Zion Farmer,DE,2023,Tiffin,0.04,0.04
23613,Tyon Davis,CB,2023,Tulsa,2.76,2.76
23614,Tre Wortham,CB,2023,Connecticut,5.59,5.59
23615,Glendon McDaniel,QB,2023,Southern,0.82,0.82
23616,Latavious Brini,FS,2023,Arkansas,4.71,4.71
23617,Darius Joiner,FS,2023,Duke,4.63,4.63
23618,Marvin Dallas,SS,2023,Louisville,1.07,1.07
23619,Benny Sapp III,FS,2023,Northern Iowa,4.4,4.4
23620,Palaie Gaoteote,DE,2023,Ohio State,2.6,2.6
23621,Jaydon Grant,FS,2023,Oregon State,3.52,3.52
23622,Erick Hallett II,FS,2023,Pittsburgh,7.4,7.4
23623,Avery Young,FS,2023,Rutgers,3.29,3.29
23624,Anthony Cook,FS,2023,Texas,5.65,5.65
23625,Corey Luciano,OC,2023,Washington,6.75,6.75
23626,Tanner Brown,PK,2023,Oklahoma State,0,0
23627,Grant Gibson,OC,2023,North Carolina State,0,0
23628,Andy Vujnovich,PK,2023,Wisconsin,9.84,9.84
23629,Evan Deckers,LS,2023,Duke,4.83,4.83
23630,James Blackman,QB,2023,Arkansas State,6.43,6.43
23631,Trey Botts,DT,2023,Colorado State Pueblo,7.64,7.64
23632,Elijah Dotson,RB,2023,Northern Colorado,5.21,5.21
23633,Hunter Johnson,QB,2023,Clemson,8.33,8.33
23634,Charlie Brewer,QB,2023,Liberty,0,0
23635,Ryan Johnson,QB,2023,Illinois,3.89,3.89
23636,Chris Brimm,QB,2023,Notre Dame (OH),0,0
23637,C.J. Turner,WR,2023,Southeastern Louisiana,3.22,3.22
23638,Cephus Johnson III,WR,2023,Southeastern Louisiana,0,0
23639,Ariel Ngata,LB,2023,Sacramento State,2.59,2.59
23640,Hassan Hall,RB,2023,Georgia Tech,8.66,8.66
23641,Aidan Borguet,RB,2023,Harvard,6.53,6.53
23642,Ty Okada,FS,2023,Montana State,9.15,9.15
23643,Jarek Broussard,RB,2023,Michigan State,2.11,2.11
23644,Dominic Williams,RB,2023,Northern Iowa,0.88,0.88
23645,Julian Gums,RB,2023,Nicholls State,0.71,0.71
23646,Dezmon Jackson,RB,2023,Sam Houston State,5.94,5.94
23647,DK Billingsley,RB,2023,Troy,0.97,0.97
23648,Jabriel Johnson,DE,2023,Clemson,0.17,0.17
23649,Logan Kendall,FB,2023,Utah,4.17,4.17
23650,James Tupou,FB,2023,UTEP,1.96,1.96
23651,Shocky Jacques-Louis,WR,2023,Akron,1.06,1.06
23652,Brendan Beaulieu,WR,2023,Bemidji State,6.63,6.63
23653,Justin Marshall,WR,2023,Buffalo,7.7,7.7
23654,Quian Williams,WR,2023,Buffalo,5.32,5.32
23655,Hombre Kennedy,CB,2023,Charleston Southern,0.27,0.27
23656,Luke Dunsmoor,DT,2023,Concordia MN,5.8,5.8
23657,Ryan Jones,FB,2023,East Carolina,5.43,5.43
23658,Harrison Bagayogo,CB,2023,Guelph,4.59,4.59
23659,Chase Hayden,RB,2023,Illinois,4.13,4.13
23660,Jordan White,SS,2023,Northern Illinois,1.25,1.25
23661,Elijah Rodgers,CB,2023,Clemson,0.98,0.98
23662,Payton Rose,WR,2023,Lindenwood,0.78,0.78
23663,Danny Kittner,WR,2023,Mary,1.26,1.26
23664,Jalen Walker,WR,2023,Miami OH,1.63,1.63
23665,Austin Williams,WR,2023,Mississippi State,0.54,0.54
23666,BJ Casteel,WR,2023,Nevada,3.84,3.84
23667,Zachary Leslie,WR,2023,North Carolina A&T,1.87,1.87
23668,Cole Tucker,WR,2023,Northern Illinois,4.4,4.4
23669,Isaac Darkangelo,LB,2023,Illinois,7.16,7.16
23670,Avante Cox,WR,2023,Southern Illinois,4.78,4.78
23671,Shae Wyatt,WR,2023,Tulane,6.05,6.05
23672,JuanCarlos Santana,WR,2023,Tulsa,3.19,3.19
23673,Boogie Knight,WR,2023,Louisiana Monroe,3.01,3.01
23674,Colton Dowell,WR,2023,Tennessee-Martin,9.78,9.78
23675,Monte Pottebaum,FB,2023,Iowa,8.77,8.77
23676,Brian Cobbs,WR,2023,Utah State,2.85,2.85
23677,Victor Talley,WR,2023,Valdosta State,1.49,1.49
23678,Jay Vallie,TE,2023,Eastern Illinois,0,0
23679,Wyatt Rector,TE,2023,Florida State,4.47,4.47
23680,Tanner Taula,TE,2023,Illinois State,6.09,6.09
23681,Jerome Jackson,TE,2023,Liberty,5.01,5.01
23682,Tyler Hunt,TE,2023,Michigan State,6.04,6.04
23683,Al'Dontre Davis,WR,2023,Nicholls State,0.57,0.57
23684,Jacob Garrett,TE,2023,Southern Illinois,3.16,3.16
23685,Tyce Daniel,TE,2023,Southern Illinois,4.77,4.77
23686,Ben Bresnahan,TE,2023,Vanderbilt,5.73,5.73
23687,Paiton Fears,OT,2023,Arizona,0.15,0.15
23688,Desmond Bessent,OT,2023,Buffalo,4.42,4.42
23689,Naasir Watkins,OT,2023,Liberty,1.21,1.21
23690,Matt Dale,OT,2023,Memphis,0.09,0.09
23691,Bryson Speas,OT,2023,North Carolina State,0.22,0.22
23692,Gabe Houy,OT,2023,Pittsburgh,4.44,4.44
23693,Isaac Moore,OT,2023,Temple,0.55,0.55
23694,Tyler Richardson,CB,2023,Tiffin,3.42,3.42
23695,Kelvin Ateman Jr.,OT,2023,Toledo,0.83,0.83
23696,Darius Nash,SS,2023,Utah State,6.68,6.68
23697,Anthony Whigan,OG,2023,Akron,1.89,1.89
23698,Austin Hopp,OT,2023,Hawaii,0.63,0.63
23699,Travis Sinclair,OG,2023,Bethel,3.51,3.51
23700,Lorenz Metz,OT,2023,Cincinnati,7.49,7.49
23701,Jesiah Carlton,LB,2023,Clemson,4.22,4.22
23702,Alonzo Davis,CB,2023,Northern Arizona,5.89,5.89
23703,Tyran Hunt,OG,2023,Old Dominion,8.68,8.68
23704,Colby Richardson,CB,2023,Louisiana State,5.29,5.29
23705,Vance McShane,RB,2023,Northern Iowa,2.26,2.26
23706,Tyler Barnes,FB,2023,North Carolina Central,4.25,4.25
23707,Patrick Flynn,OC,2023,New Hampshire,7.94,7.94
23708,Jermaine McDaniel,DE,2023,North Carolina A&T,3.85,3.85
23709,Manase Mose,OC,2023,North Texas,2.31,2.31
23710,Miles McCord,CB,2023,Rice,3.15,3.15
23711,Alama Uluave,OC,2023,San Diego State,6.61,6.61
23712,Reese Taylor,CB,2023,Purdue,7.97,7.97
23713,Sammy Wheeler,TE,2023,Kansas State,4.52,4.52
23714,Nicholas Amoah,OC,2023,Cal-Davis,7.72,7.72
23715,Johnny Jordan,OC,2023,Virginia Tech,4.49,4.49
23716,Chibueze Onwuka,DT,2023,Boston College,5.57,5.57
23717,Terrance Lang,DT,2023,Colorado,5.2,5.2
23718,Momar Fall,DT,2023,Colorado State Pueblo,7.38,7.38
23719,Jason Lewan,DT,2023,Illinois State,8.55,8.55
23720,Jamare Edwards,DT,2023,James Madison,0.52,0.52
23721,Sam Burt,DT,2023,Kansas,3.53,3.53
23722,Malcolm Lee,DT,2023,Kansas,8.77,8.77
23723,PJ Huff,DT,2023,Nevada,1.49,1.49
23724,Corione Harris,CB,2023,Southern,2,2
23725,Ifeanyi Maijeh,DT,2023,Rutgers,0,0
23726,Ellison Hubbard,DT,2023,Sam Houston State,6.86,6.86
23727,Keenan Agnew,DT,2023,Southern Illinois,7.67,7.67
23728,Levi Bell,DE,2023,Texas State,9.35,9.35
23729,Nelson Mbanasor,DE,2023,Texas State,6.65,6.65
23730,Shakel Brown,DT,2023,Troy,9.47,9.47
23731,Victor Jones,DE,2023,Akron,4.73,4.73
23732,Deon Pate,DT,2023,Illinois,2.38,2.38
23733,Marcus Bragg,DE,2023,Auburn,1,1
23734,Lake Korte-Moore,DE,2023,British Columbia,4.87,4.87
23735,Ronnie Thomas,LB,2023,Mississippi Valley State,0.94,0.94
23736,Damien Caffrey,TE,2023,Stony Brook,6.05,6.05
23737,Charlie Cleveland,DE,2023,Tiffin,4.77,4.77
23738,Kyle Davis,LS,2023,James Madison,0.2,0.2
23739,Jadan Blue,WR,2023,Virginia Tech,1.89,1.89
23740,Reid Nickerson,DE,2023,Yale,5.43,5.43
23741,Quinn Perry,LB,2023,Colorado,3.14,3.14
23742,O'Rien Vance,LB,2023,Iowa State,5.08,5.08
23743,Sy Barnett,WR,2023,Davenport,9.44,9.44
23744,Solomon Alexander,DE,2023,Shepherd,0.3,0.3
23745,Chris Reynolds,QB,2023,Charlotte,2.61,2.61
23746,Kyrei Fisher-Morris,LB,2023,Oregon State,3.12,3.12
23747,Sherman Timbs,LB,2023,Mississippi State,5.76,5.76
23748,Kyle Harmon,LB,2023,San Jose State,4.41,4.41
23749,Maalik Hall,LB,2023,Southeastern Oklahoma State,8.9,8.9
23750,Sione Tupou,LB,2023,Texas State,1.84,1.84
23751,Kyle Pugh,LB,2023,Northern Illinois,1.52,1.52
23752,Brian Polendey,TE,2023,West Virginia,1.85,1.85
23753,Dexter Lawson Jr.,CB,2023,Appalachian State,4.39,4.39
23754,Jailen Branch,CB,2023,Bentley,4.01,4.01
23755,Elijah Blades,CB,2023,Buffalo,2.79,2.79
23756,Kam Jones,LB,2023,Chattanooga,0.41,0.41
23757,Coi Miller,CB,2023,Houston Christian,0.31,0.31
23758,Eric Garror,CB,2023,Louisiana,2.56,2.56
23759,Ronald Williams Jr.,CB,2023,Michigan State,1.35,1.35
23760,Montrae Braswell,CB,2023,Missouri State,2.61,2.61
23761,Tobias Harris,CB,2023,Old Dominion,5.1,5.1
23762,Brandon Barbee,CB,2023,Southeastern Louisiana,1.63,1.63
23763,Ferlando Jordan,CB,2023,Southeastern Louisiana,3.21,3.21
23764,Natrone Brooks,CB,2023,Southern Mississippi,0.39,0.39
23765,Kordell Rodgers,CB,2023,Texas State,2.97,2.97
23766,Dorian Jackson,CB,2023,Western Michigan,1.23,1.23
23767,Jaquan Amos,FS,2023,Ball State,6.12,6.12
23768,Christian Morgan,FS,2023,Baylor,8.67,8.67
23769,Kedrick Whitehead Jr.,FS,2023,Delaware,4.89,4.89
23770,Zay Brown,SS,2023,Chattanooga,1.2,1.2
23771,Javon Scruggs,FS,2023,Liberty,0.67,0.67
23772,Bralen Trahan,FS,2023,Louisiana,3.08,3.08
23773,John Hall,WR,2023,Northwood,6.35,6.35
23774,Jerrick Reed,FS,2023,New Mexico,7.32,7.32
23775,Morgan Vest,SS,2023,Northern Arizona,8.53,8.53
23776,Jonathan Sutherland,FS,2023,Penn State,7.56,7.56
23777,Xavier Bell,FS,2023,Portland State,6.61,6.61
23778,BJ Foster,SS,2023,Sam Houston State,6.9,6.9
23779,Larry Brooks III,FS,2023,Tulane,6.99,6.99
23780,Terrell Jennings,CB,2023,Illinois,4.5,4.5
23781,Shea Pitts,FS,2023,UCLA,0.53,0.53
23782,Hunter Reynolds,FS,2023,Utah State,3.84,3.84
23783,Jacob Brammer,OG,2023,Vanderbilt,7.21,7.21
23784,Bricen Garner,SS,2023,Western Michigan,5.56,5.56
23785,E.J. Hicks,WR,2023,North Carolina Central,2.98,2.98
23786,Simon Sandberg,DT,2023,Oregon State,4.98,4.98
23787,Demarcus Elliott,DT,2023,Indiana,4.98,4.98
23788,Bryant Fitzgerald,SS,2023,Indiana,1.82,1.82
23789,Jonathan Haynes,SS,2023,Indiana,3.26,3.26
23790,James Head Jr.,DE,2023,Indiana,2.64,2.64
23791,Bradley Jennings Jr.,LB,2023,Indiana,1.01,1.01
23792,Shaun Shivers,RB,2023,Indiana,1.38,1.38
23793,Ryan McWood,LB,2023,Miami OH,2.26,2.26
23794,Karsten Battles,LS,2023,Oregon,1.43,1.43
23795,Griffin Hebert,FB,2023,Louisiana Tech,10,10
23796,Ilm Manning Ibrahim,OG,2023,Hawaii,7.96,7.96
23797,Hugh Nelson,SS,2023,Hawaii,3.55,3.55
23798,Dedrick Parson,RB,2023,Hawaii,3.16,3.16
23799,Penei Pavihi,LB,2023,Hawaii,1.87,1.87
23800,Blessman Ta'Ala,DT,2023,Hawaii ,2.68,2.68
23801,Micah Vanterpool,OG,2023,Hawaii,2.52,2.52
23802,Kolby Wyatt,DE,2023,Hawaii,2.09,2.09
23803,Phil Saleh,OG,2023,Fordham,4.43,4.43
23804,Teddy Wright,LB,2023,Marist,0.21,0.21
23805,Rob DiNota,WR,2023,Sacred Heart,2.64,2.64
23806,Carthell Flowers-Loyd,SS,2023,Stony Brook,6.45,6.45
23807,Delante Hellams Jr.,WR,2023,Stony Brook,1.3,1.3
23808,Aaron Dawson,RB,2023,Valparaiso,1.04,1.04
23809,Tre Vallar,LB,2023,Wagner,2.44,2.44
23810,Jake Witt,OT,2023,Northern Michigan,9.8,9.8
23811,David Zorrilla,WR,2023,Bryant,8.82,8.82
23812,Devin Young,WR,2023,Sacred Heart,2.62,2.62
23813,Tyrese Mack,FS,2023,Nevada,3.36,3.36
23814,Bryce Peterson,OC,2023,Nevada,0.59,0.59
23815,Dom Peterson,DT,2023,Nevada,3.87,3.87
23816,Bentlee Sanders,CB,2023,Nevada,2.19,2.19
23817,Christian Swint,SS,2023,Nevada,1.38,1.38
23818,Tyson Williams,SS,2023,Nevada,3.41,3.41
23819,Faraad McCombs,CB,2023,Columbia,0.11,0.11
23820,Ryan Young,RB,2023,Columbia,0.89,0.89
23821,Brendan Boman,DE,2023,Davenport,2.34,2.34
23822,Marshall Brooks,CB,2023,Davenport,0.74,0.74
23823,Brock Annexstad,WR,2023,Illinois State,3.84,3.84
23824,Sy Dabney,SS,2023,Illinois State,0.27,0.27
23825,Braydon Deming,DE,2023,Illinois State,5.62,5.62
23826,Bryson Deming,TE,2023,Illinois State,3.91,3.91
23827,Deandre Lamont,FS,2023,Illinois State,0.89,0.89
23828,Travis-James Eitel,OG,2023,New Mexico Highlands,0.4,0.4
23829,Rashaun Williams,DT,2023,New Mexico Highlands,1.49,1.49
23830,Justus Smith,OG,2023,Grand Valley State,2.17,2.17
23831,Antonio Strong,SS,2023,Grand Valley State,3.91,3.91
23832,Kevin Victorian,DE,2023,Prairie View A&M,0.39,0.39
23833,Jalen Fowler,QB,2023,North Carolina A&T,2.22,2.22
23834,Ricky Lee,OT,2023,North Carolina A&T,1.35,1.35
23835,Dacquari Wilson,OC,2023,North Carolina A&T,0.22,0.22
23836,Isiah Cox,WR,2023,Alabama A&M,4.18,4.18
23837,Skyler Perry,QB,2023,Arkansas Pine-Bluff,5.64,5.64
23838,Dion Golatt Jr.,QB,2023,Bowie State,0,0
23839,Joshua Pryor,DE,2023,Bowie State,5.38,5.38
23840,Raymond Boone,CB,2023,Bowie State,1.17,1.17
23841,Devon McCoy,TE,2023,Clark Atlanta,1.57,1.57
23842,Jerrish Halsey,WR,2023,Delaware State,0.7,0.7
23843,Brooks Parker,LB,2023,Delaware State,4.45,4.45
23844,Tyler King,RB,2023,Edward Waters,8.65,8.65
23845,Brandon Barnes-Brown,CB,2023,Fayetteville State,3.1,3.1
23846,AJ Davis,RB,2023,Florida A&M,0.4,0.4
23847,Emmanuel Wilson,RB,2023,Fort Valley State,6.84,6.84
23848,Xavier Smith,WR,2023,Florida A&M,6.03,6.03
23849,Jose Romo-Martinez,PK,2023,Florida A&M,0,0
23850,Chris Faddoul,PK,2023,Florida A&M,0,0
23851,Antoine Murray,WR,2023,Howard,0,0
23852,Keshawn Moore,DE,2023,Hampton,7.04,7.04
23853,Rey Estes,CB,2023,Grambling State,0.99,0.99
23854,Ali Shockley,CB,2023,Hampton,2.04,2.04
23855,Larry Harrington,QB,2023,Langston,0,0
23856,Markell Scott,RB,2023,Langston,4.65,4.65
23857,Devin Dourisseau,LB,2023,Langston,5.25,5.25
23858,De'Jahn Warren,CB,2023,Jackson State,0,0
23859,Alphonso Graham,RB,2023,Morgan State,1.98,1.98
23860,Robert Mitchell,OC,2023,North Carolina Central,4.11,4.11
23861,JJ Holloman,WR,2023,Tennessee State,6.94,6.94
23862,Robert Lacy,OG,2023,Tennessee State,0.15,0.15
23863,Drake Centers,OG,2023,Texas Southern,5.09,5.09
23864,Tariq Cooper,LB,2023,Texas Southern,0.6,0.6
23865,Derrick Tucker,SS,2023,Texas Southern,1.62,1.62
23866,Brian Williams,OG,2023,Southern,0.37,0.37
23867,Jason Dumas,DT,2023,Southern,3.2,3.2
23868,Camron Peterson,DT,2023,Southern,2.42,2.42
23869,Jordan Lewis,LB,2023,Southern,3.44,3.44
23870,Josh Vann,WR,2023,South Carolina,5.24,5.24
23871,Devonni Reed,FS,2023,South Carolina,3.15,3.15
23872,Brad Johnson,LB,2023,South Carolina,3.54,3.54
23873,Sherrod Green,LB,2023,South Carolina,2.19,2.19
23874,Tarique Milton,WR,2023,Texas,6.06,6.06
23875,Nich Zecchino,LS,2023,Purdue,3.06,3.06
23876,Zarak Scruggs,WR,2023,Abilene Christian,4.79,4.79
23877,Anthony Adams,SS,2023,Portland State,3.23,3.23
23878,EJ Ane,DE,2023,Portland State,1.65,1.65
23879,Emmanuel Daigbe,WR,2023,Portland State,7.68,7.68
23880,Mike Irwin,QB,2023,Portland State,3.21,3.21
23881,Beau Kelly,WR,2023,Portland State,2.31,2.31
23882,VJ Malo,DT,2023,Portland State,0.73,0.73
23883,Tyson Pauling,OC,2023,Portland State,1.81,1.81
23884,Anthony Rodriguez,FB,2023,Portland State,1.13,1.13
23885,Mataio Talalemotu,WR,2023,Portland State,3.94,3.94
23886,Andrew Farmer,DE,2023,Lane,5.89,5.89
23887,Derrick Wilson,CB,2023,Houston Christian,2.43,2.43
23888,Isaiah Esdale,WR,2023,Rice,2.43,2.43
23889,Trey Schuman,DE,2023,Rice,5.23,5.23
23890,Quent Titre,DT,2023,Rice,0.46,0.46
23891,Uriah West,FB,2023,Rice,5.65,5.65
23892,Jaylin Parnell,LB,2023,Western Oregon,0.08,0.08
23893,Gemon Green,CB,2023,Michigan,6.64,6.64
23894,Carter Selzer,TE,2023,Michigan,2.17,2.17
23895,Amadou Fofana,DE,2023,Coastal Carolina,0,0
23896,Xavier Gravette,TE,2023,Coastal Carolina,0.07,0.07
23897,Antwine Loper,OG,2023,Coastal Carolina,4.26,4.26
23898,Tyler Roberts,WR,2023,Coastal Carolina,5.7,5.7
23899,Beau Branyan,OG,2023,Southern Illinois,6.05,6.05
23900,Makel Calhoun,LB,2023,Southern Illinois,3.04,3.04
23901,Geroge Douglas,LB,2023,Southern Illinois,2.55,2.55
